codigoInterno	Nom Reducido	idItem	idTipoIVA	idCategoria	IDSubRubro	Codigo_de_Envase_asociado	Porc_de_Impuesto_Interno	precio_final	FechaUltimoPrecio	descrip reducida	Eliminacion_de_item	Tipo de Unidad	Unidad	Dias_de_Vencimiento	Tamanio de Letra	FechaUltimoPrecio	Codigo_Adicional	Permite_Modif_Descripcion	Precio adicional de venta con IVA	Codigo de Plantilla de Etiqueta	Codigo de IVA Diferencial	UltimoPrecio	Precio_de_Oferta_Etiquetas	IDProducto	Codigo_de_envase_asociado_ERP	Monto_de_Impuesto_Interno	idTipoIVA	Aplica_Percepcion_5329	Costo _el_articulo	idProveedor	IDRubro	idMarca	Fecha Inicio	Fecha Fin
9208	POSTEP 150 mg comp.rec.x 30	0	1	0	0	0	0	6315130,23	16/12/2024	POSTEP 150 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4576181,326	 	1038600049	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9209	MYELENZ 5 mg caps.x 21	0	1	0	0	0	0	17137203,26	16/12/2024	MYELENZ 5 mg caps.x 21	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12418263,23	 	1038600050	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9210	CARCIVAC 40 mg f.a. x 3	0	1	0	0	0	0	893093,32	16/12/2024	CARCIVAC 40 mg f.a. x 3	N	1	1	5	0	16/12/2024	*	N	0	-1	0	647169,072	 	1038600051	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9211	IBRULEU 140 mg caps.x 120	0	1	0	0	0	0	21417110,84	16/12/2024	IBRULEU 140 mg caps.x 120	N	1	1	5	0	16/12/2024	*	N	0	-1	0	15519645,54	 	1038600052	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9212	IBRULEU 140 mg caps.x 90	0	1	0	0	0	0	15646552,82	16/12/2024	IBRULEU 140 mg caps.x 90	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11338081,75	 	1038600053	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9213	ORNATE 25 mg comp.rec.x 28	0	1	0	0	0	0	2310778,69	16/12/2024	ORNATE 25 mg comp.rec.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1674477,312	 	1038600054	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9214	ORNATE 50 mg comp.rec.x 28	0	1	0	0	0	0	4594696,74	16/12/2024	ORNATE 50 mg comp.rec.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	3329490,391	 	1038600055	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9215	ANTIXAN 30 mg a.x 10 x 20 ml	0	1	0	0	0	0	7757453,12	16/12/2024	ANTIXAN 30 mg a.x 10 x 20 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5621342,841	 	1038600056	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9216	SPECTRILA 10000 UI pvo.liof.iny.x1	0	1	0	0	0	0	1464637,79	16/12/2024	SPECTRILA 10000 UI pvo.liof.iny.x1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1061331,732	 	1038600057	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9217	VINORGEN ORAL 20 mg caps.bl. x 1	0	1	0	0	0	0	298806,42	16/12/2024	VINORGEN ORAL 20 mg caps.bl. x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	216526,391	 	1038600058	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9218	VINORGEN ORAL 30 mg caps.bl. x 1	0	1	0	0	0	0	448213,07	16/12/2024	VINORGEN ORAL 30 mg caps.bl. x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	324792,08	 	1038600059	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9219	TEMASTE 15 mg comp.rec.x 20	0	1	0	0	0	0	2408817,08	16/12/2024	TEMASTE 15 mg comp.rec.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1745519,623	 	1038600060	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9220	TEMASTE 15 mg comp.rec.x 60	0	1	0	0	0	0	7180157,58	16/12/2024	TEMASTE 15 mg comp.rec.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5203012,739	 	1038600061	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9221	TEMASTE 20 mg comp.rec.x 20	0	1	0	0	0	0	2408817,08	16/12/2024	TEMASTE 20 mg comp.rec.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1745519,623	 	1038600062	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9222	TEMASTE 20 mg comp.rec.x 60	0	1	0	0	0	0	7180157,58	16/12/2024	TEMASTE 20 mg comp.rec.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5203012,739	 	1038600063	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9223	BIOZANIB 20 mg comp.rec.x 30	0	1	0	0	0	0	2444875,95	16/12/2024	BIOZANIB 20 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1771649,239	 	1038600064	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9224	BIOZANIB 60 mg comp.rec.x 30	0	1	0	0	0	0	7075115,76	16/12/2024	BIOZANIB 60 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5126895,478	 	1038600065	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9225	ERITROGEN 40000 UI sol.f.a.x 1 ml	0	1	0	0	0	0	399502,33	16/12/2024	ERITROGEN 40000 UI sol.f.a.x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	289494,442	 	1038600066	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9226	KALISMA 200 mg comp.rec.x 50	0	1	0	0	0	0	2235720,18	16/12/2024	KALISMA 200 mg comp.rec.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1620087,087	 	1038600067	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9227	KALISMA 50 mg comp.rec.x 50	0	1	0	0	0	0	643411,8	16/12/2024	KALISMA 50 mg comp.rec.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	466240,435	 	1038600068	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9228	BIOPONIB 15 mg comp.rec.x 30	0	1	0	0	0	0	14370130,96	16/12/2024	BIOPONIB 15 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	10413138,38	 	1038600069	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9229	BIOPONIB 15 mg comp.rec.x 60	0	1	0	0	0	0	27140195,68	16/12/2024	BIOPONIB 15 mg comp.rec.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	19666808,46	 	1038600070	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9230	BIOPONIB 45 mg comp.rec.x 30	0	1	0	0	0	0	27384321,14	16/12/2024	BIOPONIB 45 mg comp.rec.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	19843710,97	 	1038600071	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9231	DALCARA 200 mg comp.x 112	0	1	0	0	0	0	10088742,9	16/12/2024	DALCARA 200 mg comp.x 112	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7310683,261	 	1038600072	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9232	GOMBRICH 60 mg f.a.x 1	0	1	0	0	0	0	9875420,72	16/12/2024	GOMBRICH 60 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7156101,971	 	1038600074	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9233	RAGNEROL 50 mg f.a. x 1	0	1	0	0	0	0	381226,95	16/12/2024	RAGNEROL 50 mg f.a. x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	276251,413	 	1038600075	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9234	RAGNEROL 70 mg f.a. x 1	0	1	0	0	0	0	445776,25	16/12/2024	RAGNEROL 70 mg f.a. x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	323026,268	 	1038600076	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9235	TSUMIS 60 mg fco.a.x 1	0	1	0	0	0	0	9627323,65	16/12/2024	TSUMIS 60 mg fco.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	6976321,486	 	1038600077	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9236	VETRANO 100 mg caps.x 21	0	1	0	0	0	0	6663320,97	16/12/2024	VETRANO 100 mg caps.x 21	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4828493,457	 	1038600078	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9237	VETRANO 125 mg caps.x 21	0	1	0	0	0	0	6663320,97	16/12/2024	VETRANO 125 mg caps.x 21	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4828493,457	 	1038600079	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9238	VETRANO 75 mg caps.x 21	0	1	0	0	0	0	6663320,97	16/12/2024	VETRANO 75 mg caps.x 21	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4828493,457	 	1038600080	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9239	HUTUS 40 mg caps.x 120	0	1	0	0	0	0	9839960,28	16/12/2024	HUTUS 40 mg caps.x 120	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7130406	 	1038600081	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9240	IMPILO 75 mg caps.x 100	0	1	0	0	0	0	16768235,57	16/12/2024	IMPILO 75 mg caps.x 100	N	1	1	5	0	16/12/2024	*	N	0	-1	0	12150895,34	 	1038600082	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9241	LIPECELTE vial x 1	0	1	0	0	0	0	8926102,32	16/12/2024	LIPECELTE vial x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	6468190,087	 	1038600083	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9242	NILTARA 150 mg caps.x 120	0	1	0	0	0	0	5143141,28	16/12/2024	NILTARA 150 mg caps.x 120	N	1	1	5	0	16/12/2024	*	N	0	-1	0	3726913,971	 	1038600084	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9243	NILTARA 200 mg caps.x 120	0	1	0	0	0	0	6619573,92	16/12/2024	NILTARA 200 mg caps.x 120	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4796792,696	 	1038600085	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9244	TAMOXIS 20 mg comp.x 30	0	1	0	0	0	0	45556,47	16/12/2024	TAMOXIS 20 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	33011,935	 	1038600101	 	-1	1	N	-1	0	1	939	1/12/2024	31/12/2024
9245	MITOXGEN 20 mg iny.f.a.x 10 ml	0	1	0	0	0	0	931352,77	16/12/2024	MITOXGEN 20 mg iny.f.a.x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	674893,312	 	1038600201	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9246	CARBOXTIE 150 mg iny.f.a.x 1	0	1	0	0	0	0	232217,96	16/12/2024	CARBOXTIE 150 mg iny.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	168273,884	 	1038600302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9247	VP-GEN 100 mg a.x 1	0	1	0	0	0	0	61314,99	16/12/2024	VP-GEN 100 mg a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	44431,152	 	1038600601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9248	DOXTIE 50 mg iny.f.a.x 1	0	1	0	0	0	0	133262,69	16/12/2024	DOXTIE 50 mg iny.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	96567,167	 	1038600702	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9249	PANATAXEL 30 mg f.a.x 1 x 5 ml	0	1	0	0	0	0	242322,21	16/12/2024	PANATAXEL 30 mg f.a.x 1 x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	175595,804	 	1038601301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9250	PANATAXEL 100 mg f.a.x 1	0	1	0	0	0	0	831544,73	16/12/2024	PANATAXEL 100 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	602568,645	 	1038601303	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9251	PANATAXEL 300 mg f.a.x1 c/set inf.	0	1	0	0	0	0	2481416,34	16/12/2024	PANATAXEL 300 mg f.a.x1 c/set inf.	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1798127,783	 	1038601304	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9252	PANATAXEL 150 mg f.a.x 1	0	1	0	0	0	0	1161550,34	16/12/2024	PANATAXEL 150 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	841703,145	 	1038601305	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9253	ANDROSTAT 50 mg comp.x 50	0	1	0	0	0	0	157249,41	16/12/2024	ANDROSTAT 50 mg comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	113948,848	 	1038601501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9254	OCTANATE 500 UI liof.f.a.x 1	0	1	0	0	0	0	1646624,76	13/12/2024	OCTANATE 500 UI liof.f.a.x 1	N	1	1	5	0	13/12/2024	*	N	0	-1	0	1193206,348	 	1038601602	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9255	OCTANATE 1000 UI liof.f.a.x 1	0	1	0	0	0	0	3539242,41	13/12/2024	OCTANATE 1000 UI liof.f.a.x 1	N	1	1	5	0	13/12/2024	*	N	0	-1	0	2564668,413	 	1038601603	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9256	OCTAGAM 10% 5 g f.a.x 1 x 50 ml	0	1	0	0	0	0	2647138,19	13/12/2024	OCTAGAM 10% 5 g f.a.x 1 x 50 ml	N	1	1	5	0	13/12/2024	*	N	0	-1	0	1918216,08	 	1038601804	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9257	BIDROSTAT 50 mg comp.x 28	0	1	0	0	0	0	248049,86	16/12/2024	BIDROSTAT 50 mg comp.x 28	N	1	1	5	0	16/12/2024	*	N	0	-1	0	179746,275	 	1038601901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9258	OXALTIE 50 mg iny.f.a.x 1	0	1	0	0	0	0	402278,42	16/12/2024	OXALTIE 50 mg iny.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	291506,101	 	1038602101	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9259	OXALTIE 100 mg iny.f.a.x 1	0	1	0	0	0	0	817379,49	16/12/2024	OXALTIE 100 mg iny.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	592303,978	 	1038602102	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9260	MITOTIE 20 mg f.a.x 1	0	1	0	0	0	0	258776,02	16/12/2024	MITOTIE 20 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	187518,855	 	1038602202	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9261	IRINOGEN 100 mg iny.f.a.x 1	0	1	0	0	0	0	589670,09	16/12/2024	IRINOGEN 100 mg iny.f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	427297,167	 	1038602301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9262	FILGEN 300 mcg jga.prell.x 1	0	1	0	0	0	0	77139,29	16/12/2024	FILGEN 300 mcg jga.prell.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	55898,036	 	1038602803	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9263	DONATAXEL 20 mg f.a.x 1	0	1	0	0	0	0	339186,13	16/12/2024	DONATAXEL 20 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	245787,051	 	1038602901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9264	DONATAXEL 80 mg f.a.x 1	0	1	0	0	0	0	1327082,31	16/12/2024	DONATAXEL 80 mg f.a.x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	961653,848	 	1038602902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9265	ERITROGEN 2000 UI sol.f.a.x 1 ml	0	1	0	0	0	0	18318,58	16/12/2024	ERITROGEN 2000 UI sol.f.a.x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	13274,333	 	1038603002	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9266	ERITROGEN 4000 UI sol.f.a.x 1 ml	0	1	0	0	0	0	32882,68	16/12/2024	ERITROGEN 4000 UI sol.f.a.x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	23828,029	 	1038603003	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9267	ERITROGEN 10000 UI sol.f.a.x 1 ml	0	1	0	0	0	0	102257,86	16/12/2024	ERITROGEN 10000 UI sol.f.a.x 1 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	74099,899	 	1038603004	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9268	LIDOPRIL cr.pomo x 5 g+2 parches	0	1	0	0	0	0	19560	16/12/2024	LIDOPRIL cr.pomo x 5 g+2 parches	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14173,913	 	1040400018	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9269	NEUMOTROPIO 10 mcg caps.p/inh.x 30	0	1	0	0	0	0	130292,44	14/12/2024	NEUMOTROPIO 10 mcg caps.p/inh.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	94414,812	 	1049800037	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9270	NEUMOTEROL AEROSOL 160/4.5 x 120 dosis	0	1	0	0	0	0	90505,09	14/12/2024	NEUMOTEROL AEROSOL 160/4.5 x 120 dosis	N	1	1	5	0	14/12/2024	*	N	0	-1	0	65583,399	 	1049800090	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9271	NEUMOTEROL AEROSOL 80/4.5 x 120 dosis	0	1	0	0	0	0	71105,03	14/12/2024	NEUMOTEROL AEROSOL 80/4.5 x 120 dosis	N	1	1	5	0	14/12/2024	*	N	0	-1	0	51525,384	 	1049800091	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9272	BIORGAN 200 mg comp.x 20	0	1	0	0	0	0	12356,74	16/12/2024	BIORGAN 200 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8954,159	 	1051800037	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9273	BIORGAN 200 mg comp.x 40	0	1	0	0	0	0	22655,88	16/12/2024	BIORGAN 200 mg comp.x 40	N	1	1	5	0	16/12/2024	*	N	0	-1	0	16417,304	 	1051800038	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9274	BIORGAN AP 300 mg comp.x 20	0	1	0	0	0	0	16247,01	16/12/2024	BIORGAN AP 300 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11773,196	 	1051800039	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9275	BIORGAN B comp.x 30	0	1	0	0	0	0	15030,47	16/12/2024	BIORGAN B comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	10891,645	 	1051800040	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9276	BIORGAN S 200/120 mg comp.rec.x 20	0	1	0	0	0	0	11145,47	16/12/2024	BIORGAN S 200/120 mg comp.rec.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8076,428	 	1051800130	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9277	BIORGAN S 200/120 mg comp.rec.x 40	0	1	0	0	0	0	20512,39	16/12/2024	BIORGAN S 200/120 mg comp.rec.x 40	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14864,051	 	1051800131	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9278	VALGARD 450 mg comp.rec.x 60	0	1	0	0	0	0	2226648,95	16/12/2024	VALGARD 450 mg comp.rec.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1613513,732	 	1051800281	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9279	TAYCOVIT A fco. vial x 1	0	1	0	0	0	0	4807754,83	16/12/2024	TAYCOVIT A fco. vial x 1	N	1	1	5	0	16/12/2024	*	N	0	-1	0	3483880,312	 	1051800284	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9280	DEVEXUS 5 mg caps.x 50	0	1	0	0	0	0	1081335,14	16/12/2024	DEVEXUS 5 mg caps.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	783576,188	 	1051800293	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9281	DEVEXUS 1 mg caps.x 100	0	1	0	0	0	0	420226,33	16/12/2024	DEVEXUS 1 mg caps.x 100	N	1	1	5	0	16/12/2024	*	N	0	-1	0	304511,833	 	1051800300	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9282	SILFOX 180 mg comp.x 30	0	1	0	0	0	0	790124,61	16/12/2024	SILFOX 180 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	572554,065	 	1051800308	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9283	SILFOX 360 mg comp.x 30	0	1	0	0	0	0	1580241,77	16/12/2024	SILFOX 360 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	1145102,732	 	1051800309	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9284	SILFOX 90 mg comp.x 30	0	1	0	0	0	0	395062,32	16/12/2024	SILFOX 90 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	286277,043	 	1051800310	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9285	DEVEXUS 0.5 mg caps.x 50	0	1	0	0	0	0	140318,91	16/12/2024	DEVEXUS 0.5 mg caps.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	101680,37	 	1051800322	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9286	CARBAMAT 200 mg comp.x 30	0	1	0	0	0	0	15236,16	16/12/2024	CARBAMAT 200 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11040,696	 	1053702801	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9287	CARBAMAT 200 mg comp.x 60	0	1	0	0	0	0	26866,83	16/12/2024	CARBAMAT 200 mg comp.x 60	N	1	1	5	0	16/12/2024	*	N	0	-1	0	19468,717	 	1053702802	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9288	CREOSEDIN 3 mg comp.x 50	0	1	0	0	0	0	6718,93	16/12/2024	CREOSEDIN 3 mg comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	4868,79	 	1053705301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9289	CREOSEDIN 6 mg comp.x 50	0	1	0	0	0	0	18028,63	16/12/2024	CREOSEDIN 6 mg comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	13064,225	 	1053705302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9290	CREOSEDIN 3 mg comp.x 20	0	1	0	0	0	0	3559,88	16/12/2024	CREOSEDIN 3 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	2579,623	 	1053705303	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9291	CREOSEDIN 6 mg comp.x 20	0	1	0	0	0	0	5418,37	16/12/2024	CREOSEDIN 6 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	3926,355	 	1053705304	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9292	D.A.P.S. 100 mg comp.x 100	0	1	0	0	0	0	45904,48	16/12/2024	D.A.P.S. 100 mg comp.x 100	N	1	1	5	0	16/12/2024	*	N	0	-1	0	33264,116	 	1053705501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9293	NAPRONTAG 250 mg comp.x 20	0	1	0	0	0	0	9490	16/12/2024	NAPRONTAG 250 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	6876,812	 	1053714701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9294	NAPRONTAG 500 mg comp.x 20	0	1	0	0	0	0	19800	16/12/2024	NAPRONTAG 500 mg comp.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14347,826	 	1053714702	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9295	NAPRONTAG 500 mg comp.x 50	0	1	0	0	0	0	46100	16/12/2024	NAPRONTAG 500 mg comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	33405,797	 	1053714703	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9296	NAPRONTAG 24 750 mg comp.x 10	0	1	0	0	0	0	15915	16/12/2024	NAPRONTAG 24 750 mg comp.x 10	N	1	1	5	0	16/12/2024	*	N	0	-1	0	11532,609	 	1053714901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9297	NAPRONTAG 24 750 mg comp.x 30	0	1	0	0	0	0	43490	16/12/2024	NAPRONTAG 24 750 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	31514,493	 	1053714902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9298	SAROMET comp.x 50	0	1	0	0	0	0	11083,89	16/12/2024	SAROMET comp.x 50	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8031,804	 	1053718701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9299	SAROMET FULLTIME caps.x 20	0	1	0	0	0	0	11083,89	16/12/2024	SAROMET FULLTIME caps.x 20	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8031,804	 	1053718801	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9300	SOLFIDIN 0.5 mg comp.x 30	0	1	0	0	0	0	8025,5	16/12/2024	SOLFIDIN 0.5 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5815,58	 	1053719501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9301	SOLFIDIN 2 mg comp.x 30	0	1	0	0	0	0	10729,36	16/12/2024	SOLFIDIN 2 mg comp.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7774,899	 	1053719502	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9302	TRALI 8 mg/ml gts.x 30 ml	0	1	0	0	0	0	10901,58	16/12/2024	TRALI 8 mg/ml gts.x 30 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7899,696	 	1053720601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
9303	METROLOCAL 0.8% gel x 30 g	0	1	0	0	0	0	22816,48	16/12/2024	METROLOCAL 0.8% gel x 30 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	16533,681	 	1057900011	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
